seed,coverage_std,coverage_adp,improvement
0,0.5886489152908325,0.8860971331596375,0.29744821786880493
1,0.5961828231811523,0.9117811322212219,0.3155983090400696
2,0.7066800594329834,0.8877722024917603,0.18109214305877686
3,0.8990457057952881,0.8715801239013672,-0.0274655818939209
4,0.5821195244789124,0.8788386583328247,0.29671913385391235
