seed,coverage_std,coverage_adp,improvement
0,0.8857541680335999,0.7585799098014832,-0.1271742582321167
1,0.887988805770874,0.7556213140487671,-0.13236749172210693
2,0.8259776830673218,0.715976357460022,-0.1100013256072998
3,0.860614538192749,0.7180473208427429,-0.1425672173500061
4,0.8801676034927368,0.7381656765937805,-0.1420019268989563
